tconst,titleType,startYear
tt1620956,movie,2010.0
tt1620966,movie,2009.0
tt1620971,movie,2010.0
tt1620972,movie,2010.0
tt1620974,movie,2010.0
tt1620975,movie,2010.0
tt1620981,movie,2019.0
tt1621014,movie,2011.0
tt1621015,movie,2010.0
tt1621018,movie,2007.0
tt1621019,movie,2010.0
tt1621024,movie,2010.0
tt1621032,movie,2009.0
tt1621039,movie,2013.0
tt1621045,movie,2012.0
tt1621046,movie,2014.0
tt1621055,movie,2010.0
tt1621056,movie,2010.0
tt1621165,movie,2006.0
tt1621173,movie,2010.0
tt1621178,movie,2007.0
tt1621182,movie,2002.0
tt1621184,movie,2007.0
tt1621186,movie,2002.0
tt1621188,movie,2013.0
tt1621189,movie,2010.0
tt1621191,movie,2008.0
tt1621193,movie,2007.0
tt1621197,movie,2010.0
tt1621201,movie,2010.0
tt1621418,movie,2010.0
tt1621424,movie,2008.0
tt1621426,movie,2011.0
tt1621427,movie,2013.0
tt1621432,movie,2012.0
tt1621433,movie,2011.0
tt1621444,movie,2010.0
tt1621445,movie,2011.0
tt1621446,movie,2011.0
tt1621639,movie,2008.0
tt1621641,movie,2010.0
tt1621642,movie,2009.0
tt1621645,movie,2009.0
tt1621766,movie,2012.0
tt1621767,movie,2002.0
tt1621768,movie,2002.0
tt1621780,movie,2010.0
tt1621782,movie,2010.0
tt1621791,movie,2008.0
tt1621795,movie,2010.0
tt1621805,movie,2011.0
tt1621808,movie,2010.0
tt1621809,movie,2007.0
tt1621814,movie,2009.0
tt1621817,movie,2010.0
tt1621826,movie,2010.0
tt1621829,movie,2008.0
tt1621830,movie,2009.0
tt1621832,movie,2010.0
tt1621833,movie,2010.0
tt1621835,movie,2010.0
tt1621852,movie,2002.0
tt1621854,movie,2010.0
tt1621858,movie,2009.0
tt1621868,movie,2010.0
tt1621896,movie,2010.0
tt1621901,movie,2009.0
tt1621920,movie,2010.0
tt1621939,movie,2009.0
tt1621945,movie,2009.0
tt1621947,movie,2010.0
tt1621963,movie,2009.0
tt1621966,movie,2013.0
tt1621977,movie,2010.0
tt1621978,movie,2011.0
tt1621983,movie,2002.0
tt1621985,movie,2002.0
tt1621991,movie,2003.0
tt1621994,movie,2011.0
tt1622547,movie,2011.0
tt1622549,movie,2011.0
tt1622555,movie,2010.0
tt1622557,movie,2010.0
tt1622560,movie,2010.0
tt1622563,movie,2011.0
tt1622565,movie,2016.0
tt1622566,movie,2012.0
tt1622567,movie,2009.0
tt1622593,movie,2009.0
tt1622594,movie,2006.0
tt1622603,movie,2010.0
tt1622607,movie,2010.0
tt1622961,movie,2011.0
tt1622962,movie,2009.0
tt1622964,movie,2010.0
tt1622968,movie,2013.0
tt1622972,movie,2010.0
tt1622976,movie,2010.0
tt1622979,movie,2011.0
tt1622980,movie,2009.0
tt1622981,movie,2010.0
tt1622984,movie,2010.0
tt1622991,movie,2013.0
tt1622997,movie,2014.0
tt1623008,movie,2010.0
tt1623011,movie,2010.0
tt1623173,movie,2009.0
tt1623180,movie,2010.0
tt1623182,movie,2010.0
tt1623198,movie,2003.0
tt1623205,movie,2013.0
tt1623280,movie,2011.0
tt1623288,movie,2012.0
tt1623630,movie,2010.0
tt1623631,movie,2010.0
tt1623643,movie,2010.0
tt1623651,movie,2009.0
tt1623652,movie,2009.0
tt1623656,movie,2004.0
tt1623660,movie,2011.0
tt1623663,movie,2010.0
tt1623670,movie,2010.0
tt1623673,movie,2006.0
tt1623674,movie,2010.0
tt1623675,movie,2009.0
tt1623689,movie,2004.0
tt1623690,movie,2001.0
tt1623691,movie,2011.0
tt1623693,movie,2005.0
tt1623703,movie,2010.0
tt1623704,movie,2008.0
tt1623712,movie,2010.0
tt1623717,movie,2010.0
tt1623723,movie,2006.0
tt1623725,movie,2004.0
tt1623727,movie,2011.0
tt1623745,movie,2011.0
tt1623753,movie,2010.0
tt1623754,movie,2007.0
tt1623757,movie,2010.0
tt1623758,movie,2008.0
tt1623759,movie,2011.0
tt1623765,movie,2011.0
tt1623768,movie,2011.0
tt1623771,movie,2010.0
tt1623772,movie,2011.0
tt1623775,movie,2009.0
tt1623777,movie,2010.0
tt1623783,movie,2010.0
tt1623788,movie,2012.0
tt1624376,movie,2010.0
tt1624385,movie,2010.0
tt1624391,movie,2010.0
tt1624392,movie,2007.0
tt1624400,movie,2010.0
tt1624402,movie,2010.0
tt1624408,movie,2010.0
tt1624411,movie,2012.0
tt1624417,movie,2012.0
tt1624418,movie,2010.0
tt1624421,movie,2010.0
tt1624426,movie,2010.0
tt1624432,movie,2009.0
tt1624906,movie,2009.0
tt1624935,movie,2010.0
tt1624966,movie,2007.0
tt1624969,movie,2010.0
tt1624980,movie,2008.0
tt1624996,movie,2011.0
tt1625020,movie,2010.0
tt1625055,movie,2008.0
tt1625060,movie,2010.0
tt1625074,movie,2011.0
tt1625077,movie,2010.0
tt1625092,movie,2010.0
tt1625093,movie,2010.0
tt1625098,movie,2010.0
tt1625101,movie,2010.0
tt1625127,movie,2009.0
tt1625128,movie,2008.0
tt1625134,movie,2010.0
tt1625136,movie,2010.0
tt1625137,movie,2010.0
tt1625150,movie,2011.0
tt1625155,movie,2011.0
tt1625163,movie,2010.0
tt1625167,movie,2009.0
tt1625177,movie,2010.0
tt1625191,movie,2010.0
tt1625196,movie,2010.0
tt1625327,movie,2011.0
tt1625328,movie,2010.0
tt1625331,movie,2010.0
tt1625338,movie,2010.0
tt1625346,movie,2011.0
tt1625350,movie,2012.0
tt1625545,movie,2002.0
tt1625562,movie,2010.0
tt1625563,movie,2010.0
tt1625565,movie,2007.0
tt1625856,movie,2011.0
tt1625857,movie,2010.0
tt1625858,movie,2010.0
tt1625864,movie,2009.0
tt1625884,movie,2010.0
tt1625886,movie,2010.0
tt1625887,movie,2010.0
tt1626135,movie,2011.0
tt1626139,movie,2011.0
tt1626146,movie,2014.0
tt1626148,movie,2009.0
tt1626162,movie,2006.0
tt1626175,movie,2010.0
tt1626177,movie,2010.0
tt1626181,movie,2011.0
tt1626184,movie,2010.0
tt1626197,movie,2013.0
tt1626208,movie,2010.0
tt1626225,movie,2007.0
tt1626226,movie,2010.0
tt1626236,movie,2008.0
tt1626240,movie,2010.0
tt1626251,movie,2016.0
tt1626252,movie,2008.0
tt1626600,movie,2016.0
tt1626604,movie,2009.0
tt1626606,movie,2011.0
tt1626607,movie,2009.0
tt1626615,movie,2009.0
tt1626617,movie,2010.0
tt1626619,movie,2012.0
tt1626628,movie,2009.0
tt1626634,movie,2010.0
tt1626639,movie,2008.0
tt1626644,movie,2010.0
tt1626807,movie,2007.0
tt1626811,movie,2010.0
tt1626818,movie,2006.0
tt1626840,movie,2008.0
tt1626861,movie,2007.0
tt1626862,movie,2008.0
tt1626867,movie,2007.0
tt1626868,movie,2004.0
tt1626870,movie,2002.0
tt1626895,movie,2003.0
tt1626903,movie,2004.0
tt1626911,movie,2002.0
