tconst,titleType,startYear
tt0035423,movie,2001.0
tt0066853,movie,2016.0
tt0069049,movie,2018.0
tt0088751,movie,2005.0
tt0094859,movie,2016.0
tt0096056,movie,2002.0
tt0097540,movie,2004.0
tt0100275,movie,2017.0
tt0102362,movie,2000.0
tt0107706,movie,2000.0
tt0108549,movie,2004.0
tt0109173,movie,2002.0
tt0112502,movie,2017.0
tt0112912,movie,2002.0
tt0113086,movie,2000.0
tt0113092,movie,2000.0
tt0113506,movie,2002.0
tt0114447,movie,2001.0
tt0114722,movie,2001.0
tt0115686,movie,2008.0
tt0115937,movie,2000.0
tt0116391,movie,2000.0
tt0116617,movie,2001.0
tt0116628,movie,2000.0
tt0116748,movie,2000.0
tt0116847,movie,2000.0
tt0117461,movie,2003.0
tt0117743,movie,2008.0
tt0118141,movie,2005.0
tt0118154,movie,2001.0
tt0118578,movie,2001.0
tt0118589,movie,2001.0
tt0118652,movie,2001.0
tt0118694,movie,2000.0
tt0118710,movie,2000.0
tt0118852,movie,2000.0
tt0118911,movie,2000.0
tt0118926,movie,2002.0
tt0119004,movie,2001.0
tt0119231,movie,2007.0
tt0119273,movie,2000.0
tt0119495,movie,2000.0
tt0119727,movie,2003.0
tt0119768,movie,2003.0
tt0119806,movie,2000.0
tt0119866,movie,2000.0
tt0119966,movie,2001.0
tt0119970,movie,2008.0
tt0119980,movie,2002.0
tt0120117,movie,2000.0
tt0120166,movie,2001.0
tt0120202,movie,2000.0
tt0120225,movie,2001.0
tt0120263,movie,2000.0
tt0120454,movie,2000.0
tt0120467,movie,2000.0
tt0120485,movie,2000.0
tt0120605,movie,2001.0
tt0120607,movie,2003.0
tt0120624,movie,2001.0
tt0120626,movie,2000.0
tt0120630,movie,2000.0
tt0120667,movie,2005.0
tt0120673,movie,2000.0
tt0120679,movie,2002.0
tt0120681,movie,2001.0
tt0120698,movie,2000.0
tt0120713,movie,2001.0
tt0120729,movie,2000.0
tt0120733,movie,2000.0
tt0120737,movie,2001.0
tt0120753,movie,2000.0
tt0120755,movie,2000.0
tt0120804,movie,2002.0
tt0120807,movie,2001.0
tt0120824,movie,2001.0
tt0120870,movie,2002.0
tt0120903,movie,2000.0
tt0120912,movie,2002.0
tt0120913,movie,2000.0
tt0120917,movie,2000.0
tt0121164,movie,2005.0
tt0121569,movie,2009.0
tt0121609,movie,2001.0
tt0121765,movie,2002.0
tt0121766,movie,2005.0
tt0121919,movie,2000.0
tt0122132,movie,2003.0
tt0122161,movie,2000.0
tt0122247,movie,2004.0
tt0122459,movie,2000.0
tt0122936,movie,2002.0
tt0123003,movie,2000.0
tt0123581,movie,2001.0
tt0124278,movie,2001.0
tt0124359,movie,2001.0
tt0124889,movie,2001.0
tt0125022,movie,2001.0
tt0126029,movie,2001.0
tt0126899,movie,2001.0
tt0127349,movie,2000.0
tt0128129,movie,2000.0
tt0128154,movie,2002.0
tt0128158,movie,2000.0
tt0128165,movie,2001.0
tt0128216,movie,2002.0
tt0128997,movie,2007.0
tt0129095,movie,2000.0
tt0130458,movie,2000.0
tt0130623,movie,2000.0
tt0131370,movie,2003.0
tt0131596,movie,2000.0
tt0131597,movie,2004.0
tt0131704,movie,2000.0
tt0132078,movie,2001.0
tt0132245,movie,2001.0
tt0132885,movie,2000.0
tt0132910,movie,2000.0
tt0133063,movie,2001.0
tt0133152,movie,2001.0
tt0133240,movie,2002.0
tt0133752,movie,2000.0
tt0134084,movie,2000.0
tt0134630,movie,2000.0
tt0134847,movie,2000.0
tt0134983,movie,2000.0
tt0135707,movie,2000.0
tt0135986,movie,2005.0
tt0135991,movie,2003.0
tt0136517,movie,2006.0
tt0137115,movie,2000.0
tt0137204,movie,2017.0
tt0137210,movie,2000.0
tt0137698,movie,2000.0
tt0138288,movie,2000.0
tt0138353,movie,2000.0
tt0138524,movie,2003.0
tt0138583,movie,2000.0
tt0138631,movie,2000.0
tt0138681,movie,2000.0
tt0138749,movie,2000.0
tt0138818,movie,2000.0
tt0138856,movie,2001.0
tt0138927,movie,2000.0
tt0138946,movie,2000.0
tt0139159,movie,2000.0
tt0139297,movie,2002.0
tt0139388,movie,2000.0
tt0139479,movie,2002.0
tt0139494,movie,2000.0
tt0139500,movie,2000.0
tt0139654,movie,2001.0
tt0140806,movie,2003.0
tt0141120,movie,2001.0
tt0141399,movie,2000.0
tt0141647,movie,2003.0
tt0141907,movie,2001.0
tt0141926,movie,2000.0
tt0142634,movie,2003.0
tt0142650,movie,2000.0
tt0143196,movie,2000.0
tt0143344,movie,2000.0
tt0143558,movie,2009.0
tt0143861,movie,2001.0
tt0144084,movie,2000.0
tt0144136,movie,2001.0
tt0144142,movie,2000.0
tt0144280,movie,2006.0
tt0144449,movie,2012.0
tt0144528,movie,2000.0
tt0144574,movie,2000.0
tt0144608,movie,2000.0
tt0144645,movie,2002.0
tt0144940,movie,2000.0
tt0144964,movie,2000.0
tt0145276,movie,2002.0
tt0145467,movie,2001.0
tt0145487,movie,2002.0
tt0145882,movie,2002.0
tt0145883,movie,2006.0
tt0145937,movie,2002.0
tt0146063,movie,2002.0
tt0146272,movie,2005.0
tt0146309,movie,2000.0
tt0146316,movie,2001.0
tt0146592,movie,2010.0
tt0146803,movie,2004.0
tt0146882,movie,2000.0
tt0146984,movie,2000.0
tt0147447,movie,2000.0
tt0147486,movie,2000.0
tt0148031,movie,2000.0
tt0148095,movie,2000.0
tt0148120,movie,2000.0
tt0148403,movie,2005.0
tt0148415,movie,2001.0
tt0148421,movie,2000.0
tt0148444,movie,2003.0
tt0149253,movie,2002.0
tt0149367,movie,2000.0
tt0149624,movie,2000.0
tt0150021,movie,2001.0
tt0151150,movie,2000.0
tt0151299,movie,2006.0
tt0151309,movie,2000.0
tt0151372,movie,2000.0
tt0151685,movie,2001.0
tt0152083,movie,2001.0
tt0152167,movie,2000.0
tt0152772,movie,2002.0
tt0153012,movie,2000.0
tt0153100,movie,2000.0
tt0153140,movie,2009.0
tt0153159,movie,2002.0
tt0153433,movie,2003.0
tt0153464,movie,2000.0
tt0153516,movie,2003.0
tt0153517,movie,2005.0
tt0153533,movie,2001.0
tt0153821,movie,2000.0
tt0154039,movie,2010.0
tt0154187,movie,2002.0
tt0154352,movie,2000.0
tt0154605,movie,2000.0
tt0155150,movie,2000.0
tt0155198,movie,2000.0
tt0155723,movie,2000.0
tt0155754,movie,2000.0
tt0156020,movie,2000.0
tt0156035,movie,2000.0
tt0156100,movie,2003.0
tt0156263,movie,2004.0
tt0156323,movie,2000.0
tt0156376,movie,2002.0
tt0156741,movie,2000.0
tt0156757,movie,2000.0
tt0156807,movie,2000.0
tt0156812,movie,2000.0
tt0156841,movie,2000.0
tt0156942,movie,2000.0
tt0157007,movie,2001.0
tt0157122,movie,2000.0
tt0157191,movie,2003.0
tt0157202,movie,2000.0
tt0157262,movie,2000.0
tt0157472,movie,2002.0
tt0157500,movie,2000.0
tt0157583,movie,2001.0
tt0158033,movie,2000.0
tt0158404,movie,2000.0
tt0158581,movie,2000.0
tt0158607,movie,2000.0
tt0158622,movie,2000.0
tt0158721,movie,2000.0
tt0158871,movie,2000.0
tt0159230,movie,2000.0
tt0159254,movie,2001.0
tt0159273,movie,2001.0
tt0159291,movie,2000.0
tt0159293,movie,2000.0
tt0159365,movie,2003.0
tt0159369,movie,2013.0
tt0159371,movie,2000.0
tt0159378,movie,2001.0
tt0159396,movie,2000.0
tt0159503,movie,2001.0
tt0159784,movie,2000.0
tt0160009,movie,2000.0
tt0160127,movie,2000.0
tt0160182,movie,2000.0
tt0160184,movie,2002.0
tt0160239,movie,2002.0
tt0160240,movie,2002.0
tt0160256,movie,2000.0
tt0160261,movie,2005.0
tt0160270,movie,2001.0
tt0160275,movie,2001.0
tt0160289,movie,2000.0
tt0160370,movie,2001.0
tt0160398,movie,2003.0
tt0160399,movie,2001.0
tt0160403,movie,2000.0
tt0160405,movie,2000.0
tt0160413,movie,2003.0
tt0160425,movie,2000.0
tt0160434,movie,2000.0
tt0160480,movie,2001.0
tt0160484,movie,2000.0
tt0160495,movie,2000.0
tt0160498,movie,2000.0
tt0160547,movie,2000.0
tt0160550,movie,2000.0
tt0160607,movie,2000.0
tt0160611,movie,2000.0
tt0160616,movie,2000.0
tt0160644,movie,2000.0
tt0160652,movie,2000.0
tt0160663,movie,2000.0
tt0160706,movie,2005.0
tt0160710,movie,2000.0
tt0160749,movie,2000.0
tt0160751,movie,2000.0
tt0160759,movie,2000.0
tt0160797,movie,2000.0
tt0160816,movie,2001.0
tt0160859,movie,2000.0
tt0160870,movie,2003.0
tt0160905,movie,2002.0
tt0161003,movie,2000.0
tt0161021,movie,2005.0
tt0161081,movie,2000.0
tt0161083,movie,2001.0
tt0161088,movie,2002.0
tt0161102,movie,2001.0
tt0161216,movie,2000.0
tt0161484,movie,2000.0
tt0161509,movie,2000.0
tt0161539,movie,2000.0
tt0161860,movie,2001.0
tt0162030,movie,2001.0
tt0162203,movie,2001.0
tt0162222,movie,2000.0
tt0162346,movie,2001.0
tt0162394,movie,2000.0
tt0162650,movie,2000.0
tt0162672,movie,2000.0
tt0162711,movie,2000.0
tt0162838,movie,2002.0
tt0162862,movie,2002.0
tt0162901,movie,2000.0
tt0162940,movie,2001.0
tt0162942,movie,2010.0
tt0162975,movie,2002.0
tt0162983,movie,2000.0
tt0163025,movie,2001.0
tt0163080,movie,2000.0
tt0163125,movie,2000.0
tt0163141,movie,2000.0
tt0163246,movie,2001.0
tt0163596,movie,2001.0
tt0163676,movie,2000.0
tt0163745,movie,2000.0
tt0163764,movie,2001.0
tt0163978,movie,2000.0
tt0163983,movie,2000.0
tt0164003,movie,2002.0
tt0164052,movie,2000.0
tt0164182,movie,2000.0
tt0164184,movie,2002.0
tt0164192,movie,2000.0
tt0164212,movie,2000.0
tt0164318,movie,2000.0
tt0164334,movie,2001.0
tt0164545,movie,2000.0
tt0164555,movie,2001.0
tt0164599,movie,2000.0
tt0164704,movie,2000.0
tt0164810,movie,2002.0
tt0164953,movie,2000.0
tt0164961,movie,2001.0
tt0165090,movie,2000.0
tt0165186,movie,2000.0
tt0165361,movie,2002.0
tt0165400,movie,2000.0
tt0165669,movie,2000.0
