tconst,titleType,startYear
tt1419840,movie,2007.0
tt1419852,movie,2004.0
tt1419854,movie,2009.0
tt1419864,movie,2006.0
tt1419871,movie,2007.0
tt1419897,movie,2009.0
tt1419916,movie,2009.0
tt1419921,movie,2004.0
tt1419970,movie,2008.0
tt1419971,movie,2008.0
tt1419976,movie,2008.0
tt1419979,movie,2007.0
tt1419989,movie,2009.0
tt1420536,movie,2009.0
tt1420539,movie,2009.0
tt1420542,movie,2008.0
tt1420543,movie,2009.0
tt1420544,movie,2009.0
tt1420546,movie,2009.0
tt1420547,movie,2011.0
tt1420549,movie,2005.0
tt1420553,movie,2011.0
tt1420558,movie,2009.0
tt1420561,movie,2010.0
tt1420565,movie,2009.0
tt1420771,movie,2009.0
tt1421023,movie,2014.0
tt1421029,movie,2009.0
tt1421031,movie,2009.0
tt1421032,movie,2009.0
tt1421033,movie,2010.0
tt1421036,movie,2010.0
tt1421040,movie,2009.0
tt1421046,movie,2010.0
tt1421048,movie,2010.0
tt1421049,movie,2011.0
tt1421050,movie,2009.0
tt1421051,movie,2010.0
tt1421053,movie,2012.0
tt1421361,movie,2015.0
tt1421366,movie,2011.0
tt1421374,movie,2010.0
tt1421376,movie,2009.0
tt1421379,movie,2009.0
tt1421380,movie,2009.0
tt1422015,movie,2009.0
tt1422018,movie,2009.0
tt1422020,movie,2010.0
tt1422021,movie,2009.0
tt1422032,movie,2010.0
tt1422040,movie,2009.0
tt1422049,movie,2009.0
tt1422066,movie,2008.0
tt1422093,movie,2006.0
tt1422094,movie,2008.0
tt1422101,movie,2009.0
tt1422110,movie,2008.0
tt1422113,movie,2007.0
tt1422114,movie,2009.0
tt1422119,movie,2009.0
tt1422122,movie,2009.0
tt1422136,movie,2011.0
tt1422164,movie,2009.0
tt1422177,movie,2009.0
tt1422184,movie,2009.0
tt1422185,movie,2009.0
tt1422199,movie,2006.0
tt1422599,movie,2008.0
tt1422605,movie,2009.0
tt1422622,movie,2009.0
tt1422626,movie,2006.0
tt1422651,movie,2009.0
tt1422653,movie,2010.0
tt1422655,movie,2009.0
tt1422656,movie,2005.0
tt1422674,movie,2009.0
tt1422675,movie,2009.0
tt1422693,movie,2009.0
tt1422703,movie,2004.0
tt1422708,movie,2008.0
