tconst,titleType,startYear
tt5969328,movie,2006.0
tt5969404,movie,2017.0
tt5969446,movie,2016.0
tt5969542,movie,2016.0
tt5969546,movie,2016.0
tt5969548,movie,2016.0
tt5969550,movie,2016.0
tt5969564,movie,2016.0
tt5969572,movie,2016.0
tt5969574,movie,2016.0
tt5969582,movie,2016.0
tt5969610,movie,2018.0
tt5969620,movie,2016.0
tt5969628,movie,2017.0
tt5969642,movie,2018.0
tt5969696,movie,2017.0
tt5969710,movie,2016.0
tt5969714,movie,2016.0
tt5969746,movie,2018.0
tt5969756,movie,2016.0
tt5969762,movie,2012.0
tt5969772,movie,2016.0
tt5969846,movie,2017.0
tt5969928,movie,2018.0
tt5969936,movie,2014.0
tt5969952,movie,2014.0
tt5969990,movie,2014.0
tt5970010,movie,2016.0
tt5970034,movie,2016.0
tt5970036,movie,2016.0
tt5970038,movie,2016.0
tt5970066,movie,2008.0
tt5970070,movie,2007.0
tt5970196,movie,2016.0
tt5970230,movie,2016.0
tt5970252,movie,2016.0
tt5970266,movie,2016.0
tt5970290,movie,2016.0
tt5970304,movie,2002.0
tt5970386,movie,2016.0
tt5970392,movie,2015.0
tt5970470,movie,2016.0
tt5970516,movie,2017.0
tt5970518,movie,2016.0
tt5970538,movie,2012.0
tt5970588,movie,2016.0
tt5970644,movie,2016.0
tt5970646,movie,2016.0
tt5970654,movie,2013.0
tt5970736,movie,2016.0
tt5970756,movie,2016.0
tt5970768,movie,2018.0
tt5970844,movie,2018.0
tt5970878,movie,2010.0
tt5970928,movie,2018.0
tt5970962,movie,2014.0
tt5970972,movie,2016.0
tt5971004,movie,2016.0
tt5971066,movie,2017.0
tt5971106,movie,2016.0
tt5971178,movie,2016.0
tt5971220,movie,2017.0
tt5971716,movie,2017.0
tt5971724,movie,2016.0
tt5971892,movie,2017.0
tt5971918,movie,2008.0
tt5971924,movie,2016.0
tt5971938,movie,2009.0
tt5971968,movie,2018.0
tt5971974,movie,2018.0
tt5972072,movie,2015.0
tt5972082,movie,2016.0
tt5972142,movie,2013.0
tt5972292,movie,2017.0
tt5972302,movie,2000.0
tt5972336,movie,2016.0
tt5972340,movie,2016.0
tt5972412,movie,2016.0
tt5972608,movie,2016.0
tt5972780,movie,2017.0
tt5972808,movie,2016.0
tt5973024,movie,2016.0
tt5973032,movie,2016.0
tt5973056,movie,2017.0
tt5973094,movie,2013.0
tt5973104,movie,2010.0
tt5973136,movie,2013.0
tt5973184,movie,2008.0
tt5973220,movie,2016.0
tt5973328,movie,2015.0
tt5973364,movie,2017.0
tt5973366,movie,2014.0
tt5973370,movie,2016.0
tt5973480,movie,2016.0
tt5973508,movie,2016.0
tt5973566,movie,2009.0
tt5973626,movie,2016.0
tt5973658,movie,2018.0
tt5973706,movie,2016.0
tt5973718,movie,2016.0
tt5973724,movie,2016.0
tt5973780,movie,2016.0
tt5973948,movie,2018.0
tt5973958,movie,2010.0
tt5974030,movie,2018.0
tt5974044,movie,2017.0
tt5974050,movie,2017.0
tt5974052,movie,2016.0
tt5974066,movie,2017.0
tt5974138,movie,2011.0
tt5974240,movie,2017.0
tt5974250,movie,2016.0
tt5974362,movie,2016.0
tt5974374,movie,2016.0
tt5974388,movie,2016.0
tt5974402,movie,2016.0
tt5974422,movie,2016.0
tt5974454,movie,2016.0
tt5974460,movie,2016.0
tt5974472,movie,2016.0
tt5974592,movie,2018.0
tt5974624,movie,2016.0
tt5974626,movie,2017.0
tt5974704,movie,2016.0
tt5974780,movie,2018.0
tt5974944,movie,2017.0
tt5974962,movie,2001.0
tt5974982,movie,2017.0
tt5974990,movie,2002.0
tt5975010,movie,2002.0
tt5975068,movie,2016.0
tt5975222,movie,2018.0
tt5975242,movie,2016.0
tt5975248,movie,2016.0
tt5975250,movie,2017.0
tt5975354,movie,2017.0
tt5975494,movie,2016.0
tt5975814,movie,2002.0
tt5975878,movie,2015.0
tt5975930,movie,2016.0
tt5975956,movie,2017.0
tt5976166,movie,2017.0
tt5976178,movie,2017.0
tt5976196,movie,2017.0
tt5976592,movie,2016.0
tt5976844,movie,2016.0
tt5976860,movie,2016.0
tt5976920,movie,2017.0
tt5977276,movie,2019.0
tt5977294,movie,2017.0
tt5977482,movie,2016.0
tt5977530,movie,2009.0
tt5977536,movie,2016.0
tt5977564,movie,2016.0
tt5977668,movie,2015.0
tt5977818,movie,2003.0
tt5977838,movie,2013.0
tt5977986,movie,2019.0
tt5978000,movie,2016.0
tt5978076,movie,2017.0
tt5978090,movie,2016.0
tt5978116,movie,2012.0
tt5978194,movie,2016.0
tt5978478,movie,2016.0
tt5978540,movie,2015.0
tt5978600,movie,2015.0
tt5978724,movie,2017.0
tt5978754,movie,2016.0
tt5978766,movie,2016.0
tt5978822,movie,2016.0
tt5978886,movie,2010.0
tt5979312,movie,2016.0
tt5979406,movie,2016.0
tt5979556,movie,2018.0
tt5979596,movie,2016.0
tt5979638,movie,2018.0
tt5979662,movie,2014.0
tt5979702,movie,2015.0
tt5979776,movie,2016.0
tt5979778,movie,2017.0
tt5979784,movie,2016.0
tt5979814,movie,2018.0
tt5979838,movie,2013.0
tt5979872,movie,2018.0
tt5979874,movie,2017.0
tt5979920,movie,2016.0
tt5980022,movie,2017.0
tt5980170,movie,2017.0
tt5980232,movie,2016.0
tt5980242,movie,2017.0
tt5980412,movie,2016.0
tt5980496,movie,2017.0
tt5980526,movie,2006.0
tt5980638,movie,2018.0
