tconst,titleType,startYear
tt3584654,movie,2014.0
tt3584718,movie,2012.0
tt3584732,movie,2013.0
tt3584954,movie,2016.0
tt3584988,movie,2015.0
tt3585004,movie,2015.0
tt3585056,movie,2013.0
tt3585116,movie,2014.0
tt3585156,movie,2016.0
tt3585224,movie,2012.0
tt3585418,movie,2013.0
tt3585456,movie,2014.0
tt3585522,movie,2014.0
tt3585546,movie,2013.0
tt3585716,movie,2013.0
tt3585758,movie,2014.0
tt3585916,movie,2009.0
tt3586044,movie,2017.0
tt3586096,movie,2014.0
tt3586100,movie,2014.0
tt3586116,movie,2013.0
tt3586118,movie,2016.0
tt3586164,movie,2014.0
tt3586200,movie,2013.0
tt3586582,movie,2015.0
tt3586612,movie,2014.0
tt3586644,movie,2014.0
tt3586652,movie,2013.0
tt3586688,movie,2014.0
tt3586748,movie,2013.0
tt3586790,movie,2013.0
tt3586880,movie,2014.0
tt3586930,movie,2016.0
tt3586944,movie,2008.0
tt3587048,movie,2016.0
tt3587050,movie,2013.0
tt3587066,movie,2017.0
tt3587128,movie,2014.0
tt3587138,movie,2009.0
tt3587178,movie,2013.0
tt3587202,movie,2014.0
tt3587270,movie,2006.0
tt3587286,movie,2014.0
tt3587376,movie,2014.0
tt3587396,movie,2015.0
tt3587476,movie,2014.0
tt3587480,movie,2012.0
tt3587486,movie,2012.0
tt3587534,movie,2017.0
tt3587552,movie,2014.0
tt3587678,movie,2013.0
tt3587696,movie,2015.0
tt3587706,movie,2010.0
tt3587714,movie,2014.0
tt3587720,movie,2013.0
tt3587746,movie,2013.0
tt3587834,movie,2013.0
tt3587848,movie,2014.0
tt3587880,movie,2014.0
tt3587890,movie,2014.0
tt3587946,movie,2017.0
tt3587948,movie,2010.0
tt3587950,movie,2012.0
tt3587986,movie,2016.0
tt3588016,movie,2009.0
tt3588020,movie,2011.0
tt3588050,movie,2014.0
tt3588082,movie,2015.0
tt3588104,movie,2014.0
tt3588122,movie,2014.0
tt3588212,movie,2014.0
tt3588224,movie,2014.0
tt3588270,movie,2005.0
tt3588336,movie,2014.0
tt3588366,movie,2013.0
tt3588376,movie,2011.0
tt3588404,movie,2014.0
tt3588442,movie,2013.0
tt3588478,movie,2014.0
tt3588492,movie,2014.0
tt3588520,movie,2014.0
tt3588544,movie,2014.0
tt3588570,movie,2011.0
tt3588588,movie,2018.0
tt3588782,movie,2016.0
tt3588852,movie,2015.0
tt3588880,movie,2014.0
tt3588908,movie,2013.0
tt3588916,movie,2015.0
tt3588938,movie,2014.0
tt3588952,movie,2013.0
tt3588958,movie,2014.0
tt3588972,movie,2014.0
tt3588982,movie,2014.0
tt3588992,movie,2014.0
tt3589016,movie,2015.0
tt3589064,movie,2008.0
tt3589114,movie,2014.0
tt3589144,movie,2015.0
tt3589172,movie,2014.0
tt3589224,movie,2018.0
tt3589242,movie,2014.0
tt3589290,movie,2014.0
tt3589310,movie,2010.0
tt3589322,movie,2014.0
tt3589352,movie,2016.0
tt3589408,movie,2015.0
tt3589450,movie,2014.0
tt3589572,movie,2014.0
tt3589624,movie,2006.0
tt3589638,movie,2015.0
tt3589654,movie,2016.0
tt3589706,movie,2013.0
tt3589726,movie,2016.0
tt3589830,movie,2012.0
tt3589836,movie,2012.0
tt3589850,movie,2013.0
tt3589968,movie,2016.0
tt3590022,movie,2007.0
tt3590058,movie,2010.0
tt3590092,movie,2014.0
tt3590108,movie,2014.0
tt3590150,movie,2010.0
tt3590158,movie,2013.0
tt3590200,movie,2006.0
tt3590252,movie,2013.0
tt3590258,movie,2008.0
tt3590262,movie,2014.0
tt3590304,movie,2014.0
tt3590416,movie,2016.0
tt3590482,movie,2014.0
tt3590608,movie,2015.0
tt3590648,movie,2014.0
tt3590650,movie,2015.0
tt3590772,movie,2014.0
tt3590858,movie,2015.0
tt3590910,movie,2013.0
tt3590960,movie,2014.0
tt3591034,movie,2014.0
tt3591238,movie,2014.0
tt3591318,movie,2014.0
tt3591370,movie,2014.0
tt3591400,movie,2013.0
tt3591436,movie,2015.0
tt3591444,movie,2014.0
tt3591462,movie,2014.0
tt3591572,movie,2014.0
tt3591578,movie,2014.0
tt3591580,movie,2014.0
tt3591586,movie,2014.0
tt3591638,movie,2015.0
tt3591696,movie,2015.0
tt3591752,movie,2014.0
tt3591776,movie,2014.0
tt3591786,movie,2014.0
tt3591828,movie,2013.0
tt3591836,movie,2015.0
tt3591850,movie,2014.0
tt3591856,movie,2014.0
tt3591860,movie,2017.0
tt3591868,movie,2014.0
tt3591876,movie,2004.0
tt3591908,movie,2002.0
tt3591930,movie,2014.0
tt3591944,movie,2015.0
tt3591946,movie,2015.0
tt3591950,movie,2014.0
tt3591982,movie,2013.0
tt3591984,movie,2014.0
tt3591988,movie,2015.0
tt3592012,movie,2007.0
tt3592020,movie,2014.0
tt3592030,movie,2014.0
tt3592082,movie,2015.0
tt3592172,movie,2015.0
tt3592176,movie,2015.0
tt3592180,movie,2014.0
tt3592184,movie,2014.0
tt3592190,movie,2014.0
tt3592194,movie,2014.0
tt3592196,movie,2014.0
tt3592210,movie,2013.0
tt3592218,movie,2014.0
tt3592228,movie,2014.0
tt3592240,movie,2012.0
tt3592248,movie,2003.0
tt3592252,movie,2016.0
tt3592264,movie,2009.0
tt3592290,movie,2014.0
tt3592296,movie,2015.0
tt3592334,movie,2010.0
tt3592340,movie,2015.0
tt3592468,movie,2014.0
tt3592504,movie,2014.0
tt3592542,movie,2015.0
tt3592546,movie,2014.0
tt3592556,movie,2015.0
tt3592570,movie,2014.0
tt3592584,movie,2014.0
tt3592590,movie,2014.0
tt3592610,movie,2014.0
tt3592612,movie,2010.0
tt3592630,movie,2013.0
tt3592704,movie,2014.0
tt3592714,movie,2013.0
tt3592750,movie,2017.0
tt3592758,movie,2000.0
tt3592834,movie,2016.0
tt3592846,movie,2018.0
tt3592888,movie,2004.0
tt3592904,movie,2017.0
tt3593046,movie,2016.0
tt3593070,movie,2014.0
tt3593110,movie,2013.0
tt3593118,movie,2014.0
tt3593120,movie,2014.0
tt3593124,movie,2015.0
tt3593168,movie,2014.0
tt3593220,movie,2014.0
tt3593250,movie,2011.0
tt3593274,movie,2014.0
tt3593282,movie,2014.0
tt3593298,movie,2014.0
tt3593322,movie,2014.0
tt3593332,movie,2014.0
tt3593358,movie,2014.0
tt3593384,movie,2012.0
tt3593436,movie,2014.0
tt3593446,movie,2018.0
tt3593466,movie,2013.0
tt3593540,movie,2014.0
tt3593626,movie,2015.0
tt3593642,movie,2015.0
tt3593666,movie,2017.0
tt3593760,movie,2014.0
tt3593810,movie,2014.0
tt3593932,movie,2014.0
tt3593946,movie,2018.0
tt3593978,movie,2016.0
tt3594010,movie,2014.0
tt3594042,movie,2014.0
tt3594160,movie,2014.0
tt3594202,movie,2013.0
