tconst,titleType,startYear
tt1529666,movie,2011.0
tt1530473,movie,2009.0
tt1530479,movie,2009.0
tt1530480,movie,2010.0
tt1530488,movie,2011.0
tt1530489,movie,2009.0
tt1530491,movie,2009.0
tt1530498,movie,2010.0
tt1530509,movie,2011.0
tt1530513,movie,2010.0
tt1530523,movie,2009.0
tt1530525,movie,2008.0
tt1530545,movie,2010.0
tt1530551,movie,2007.0
tt1530553,movie,2009.0
tt1530660,movie,2009.0
tt1530661,movie,2009.0
tt1530665,movie,2003.0
tt1530666,movie,2008.0
tt1530667,movie,2009.0
tt1530669,movie,2008.0
tt1530673,movie,2003.0
tt1530883,movie,2009.0
tt1530891,movie,2009.0
tt1530893,movie,2008.0
tt1530898,movie,2007.0
tt1530900,movie,2010.0
tt1530921,movie,2010.0
tt1530923,movie,2010.0
tt1530925,movie,2008.0
tt1530927,movie,2007.0
tt1530929,movie,2011.0
tt1530935,movie,2009.0
tt1530949,movie,2009.0
tt1530950,movie,2009.0
tt1530953,movie,2010.0
tt1530960,movie,2009.0
tt1530962,movie,2010.0
tt1530975,movie,2010.0
tt1530983,movie,2010.0
tt1530988,movie,2009.0
tt1530991,movie,2010.0
tt1530992,movie,2012.0
tt1530996,movie,2010.0
tt1531002,movie,2009.0
tt1531004,movie,2009.0
tt1531007,movie,2009.0
tt1531010,movie,2009.0
tt1531017,movie,2010.0
tt1531066,movie,2010.0
tt1531615,movie,2009.0
tt1531621,movie,2010.0
tt1531628,movie,2013.0
tt1531631,movie,2010.0
tt1531632,movie,2010.0
tt1531642,movie,2010.0
tt1531652,movie,2009.0
tt1531663,movie,2010.0
tt1531667,movie,2011.0
tt1531669,movie,2010.0
tt1531674,movie,2009.0
tt1531677,movie,2010.0
tt1531680,movie,2009.0
tt1531683,movie,2011.0
tt1531686,movie,2012.0
tt1531689,movie,2003.0
tt1531690,movie,2009.0
tt1531697,movie,2011.0
tt1531702,movie,2009.0
tt1531901,movie,2012.0
tt1531902,movie,2009.0
tt1531914,movie,2012.0
tt1531924,movie,2013.0
tt1531930,movie,2011.0
tt1531933,movie,2009.0
tt1531934,movie,2009.0
tt1531937,movie,2009.0
tt1531952,movie,2009.0
tt1532250,movie,2006.0
tt1532261,movie,2009.0
tt1532263,movie,2009.0
tt1532266,movie,2010.0
tt1532271,movie,2009.0
tt1532273,movie,2009.0
tt1532277,movie,2009.0
tt1532291,movie,2009.0
tt1532296,movie,2010.0
tt1532348,movie,2010.0
tt1532350,movie,2009.0
tt1532382,movie,2009.0
tt1532409,movie,2009.0
tt1532410,movie,2009.0
tt1532413,movie,2009.0
tt1532419,movie,2009.0
tt1532426,movie,2009.0
tt1532497,movie,2009.0
tt1532498,movie,2009.0
tt1532500,movie,2009.0
tt1532502,movie,2015.0
tt1532503,movie,2010.0
tt1532506,movie,2009.0
tt1532512,movie,2009.0
tt1532513,movie,2009.0
tt1532517,movie,2009.0
tt1532527,movie,2009.0
tt1532529,movie,2009.0
tt1532530,movie,2011.0
tt1532532,movie,2009.0
tt1532533,movie,2008.0
tt1532538,movie,2013.0
tt1532545,movie,2011.0
tt1532557,movie,2013.0
tt1532566,movie,2004.0
tt1532567,movie,2008.0
tt1532568,movie,2009.0
tt1532573,movie,2007.0
tt1532577,movie,2009.0
tt1532580,movie,2008.0
tt1532582,movie,2008.0
tt1532583,movie,2009.0
tt1532588,movie,2009.0
tt1532590,movie,2002.0
